Delaunay polytope 40 vertices centrally symmetric
 -1 0 0 0 0 1 1
 0 0 0 0 0 1 0
 0 0 1 0 1 0 -1
 -1 0 -1 -1 -1 2 3
 -1 0 0 -1 0 1 2
 0 0 0 -1 0 1 1
 0 0 0 1 1 0 -1
 0 1 0 0 1 0 -1
 -1 0 -1 0 0 1 2
 0 0 -1 0 0 1 1
 0 0 0 0 1 0 0
 0 0 0 0 -1 1 1
 0 0 1 0 0 0 0
 1 0 1 0 0 0 -1
 0 0 0 -1 -1 1 2
 1 1 1 1 1 -1 -3
 0 0 0 1 0 0 0
 1 0 0 1 0 0 -1
 1 0 1 1 1 -1 -2
 0 1 0 0 0 0 0
 1 1 0 0 0 0 -1
 1 1 1 0 1 -1 -2
 0 0 -1 0 -1 1 2
 0 0 0 0 0 0 1
 1 0 0 0 0 0 0
Delaunay polytope 22 vertices
 0 0 0 0 0 1 0
 0 0 0 1 1 0 -1
 0 0 1 0 1 0 -1
 0 1 0 0 1 0 -1
 0 0 -1 0 0 1 1
 0 0 0 -1 0 1 1
 0 0 0 0 1 0 0
 1 1 1 1 1 -1 -3
 0 0 0 0 -1 1 1
 0 0 0 1 0 0 0
 1 0 0 1 0 0 -1
 0 0 1 0 0 0 0
 1 0 1 0 0 0 -1
 1 0 1 1 1 -1 -2
 0 1 0 0 0 0 0
 1 1 0 0 0 0 -1
 1 1 0 1 1 -1 -2
 1 1 1 0 1 -1 -2
 0 0 -1 0 -1 1 2
 0 0 0 -1 -1 1 2
 0 0 0 0 0 0 1
 1 0 0 0 0 0 0
Delaunay polytope 22 vertices
 0 0 1 0 1 0 -1
 -1 0 0 0 0 1 1
 0 0 0 0 0 1 0
 0 0 0 1 1 0 -1
 0 1 0 0 1 0 -1
 -1 0 0 -1 0 1 2
 0 0 0 -1 0 1 1
 0 0 0 0 1 0 0
 1 1 1 1 1 -1 -3
 0 0 1 0 0 0 0
 1 0 1 0 0 0 -1
 1 0 1 1 1 -1 -2
 1 1 1 0 1 -1 -2
 0 0 0 0 -1 1 1
 0 0 0 1 0 0 0
 1 0 0 1 0 0 -1
 0 1 0 0 0 0 0
 1 1 0 0 0 0 -1
 1 1 0 1 1 -1 -2
 0 0 0 -1 -1 1 2
 0 0 0 0 0 0 1
 1 0 0 0 0 0 0
Delaunay polytope 20 vertices
 0 0 0 1 1 0 -1
 0 0 1 0 1 0 -1
 0 1 0 0 1 0 -1
 0 0 0 0 1 0 0
 1 1 1 1 1 -1 -3
 1 0 1 1 1 -1 -2
 1 1 0 1 1 -1 -2
 1 1 1 0 1 -1 -2
 0 0 0 0 0 1 0
 0 -1 0 0 0 1 1
 0 0 -1 0 0 1 1
 0 0 0 -1 0 1 1
 0 0 0 1 0 0 0
 1 0 0 1 0 0 -1
 0 0 1 0 0 0 0
 1 0 1 0 0 0 -1
 0 1 0 0 0 0 0
 1 1 0 0 0 0 -1
 0 0 0 0 0 0 1
 1 0 0 0 0 0 0
Delaunay polytope 22 vertices
 0 0 0 0 0 1 0
 0 0 1 0 1 0 -1
 0 -1 0 0 0 1 1
 0 1 0 0 1 0 -1
 0 0 -1 0 0 1 1
 0 0 0 0 1 0 0
 0 0 0 -1 0 1 1
 1 1 1 1 1 -1 -3
 0 0 0 1 0 0 0
 1 0 0 1 0 0 -1
 1 0 1 1 1 -1 -2
 1 1 0 1 1 -1 -2
 0 0 0 0 -1 1 1
 0 0 1 0 0 0 0
 1 0 1 0 0 0 -1
 0 -1 0 0 -1 1 2
 0 1 0 0 0 0 0
 1 1 0 0 0 0 -1
 0 0 -1 0 -1 1 2
 1 1 1 0 1 -1 -2
 0 0 0 0 0 0 1
 1 0 0 0 0 0 0
Delaunay polytope 20 vertices
 1 0 1 1 -2 1 -1
 0 0 0 1 0 0 0
 1 1 0 1 -1 0 -1
 0 0 0 1 -1 1 0
 1 0 0 1 -1 0 0
 0 0 1 0 0 0 0
 1 1 1 0 -1 0 -1
 0 0 1 0 -1 1 0
 1 0 1 0 -1 0 0
 1 0 1 0 -1 1 -1
 0 1 0 0 1 -1 0
 -1 0 0 0 1 0 1
 0 0 0 0 1 -1 1
 0 0 0 0 1 0 0
 0 1 0 0 0 0 0
 1 1 0 0 0 -1 0
 1 1 0 0 0 0 -1
 0 0 0 0 0 0 1
 0 0 0 0 0 1 0
 1 0 0 0 0 0 0
